#,#, , , , , , , , , ,$,$,$,$, , , , , , , , , , , , , , , , , , , , , ,#,#, , , , , , , , , , , , , , , ,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#, , , , , , , , , , , , , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#, , , , , , , , ,$,$,$, , , , , , , , , , , , , , , , , , , , , , , ,#,#, , , , , , , , , , , , , , , ,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#, , , , , , , , , , , , , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#, , , , , , , , ,$,$,$, , , , , , , , , , , , , , , , , , , , , , , ,#,#, , , , , , , , , , , , , , , ,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#, , , , , , , , , , , , , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#, , , , , , , , ,$,$,$,$,$, , , , , , , , , , , , , , , , , , , , , ,#,#, , , , , , ,#,#,#, , , , , , ,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#, , , , , , , , , , , , , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#, , , , , , , , ,$,$,$,$,$, , , , , , , , , , , , , , , , , , , , , ,#,#, , , , , , ,#,#,#, , , , , , ,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#, , , , , , , , , , , , , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#, , , , , , , , ,$,$,$, , , , , , , , , , , , , , , , , , , , , , , ,#,#, , , , , , ,#,#,#, , , , , , ,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#, , , , , , , , , , , , , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#, , , , , , , , ,$,$,$, , , , , , , , , , , , , , , , , , , , , , , ,#,#, , , , , , ,#,#,#, , , , , , ,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#, , , , , , , , , , , , , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#, , , , , , , , ,$,$,$, , , , , , , , , , , , , , , , , , , , , , , ,#,#, , , , , , ,#,#,#, , , , ,$, ,#,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L, , , , , , , , , , , , , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#, , , , , , , , , , ,$,$,$, , , , , , , , , , , , , , , , , , , , , ,#,#, , , , , , ,#,#,#, , , , , , ,#, , , , , , , , , , , , , , , , , , ,D,D, , , , , , , , , , , , , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#, , , , , , , , , , ,$,$,$, , , , , , , , , , , , , , , , , , , , , ,#,#, , , , , , ,#,#,#, , , , , , ,#, , , , , , , , , , , , , , , , , , ,D,D, , , , , , , , , , , , ,$, , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#, , , , , , , , , , ,$,$,$, , , , , , , , , , , , , , , , , , , , , ,#,#, , , , , , ,#,#,#, , , , , , ,#, , , , , , , , , , , , , , , , , , ,D,D, , , , , , , , , , , , , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#, , , , , , , , , , ,$,$,$, , , , , , , , , , , , , , , , , , , , , ,#,#, , , , , , ,#,#,#, , , , , , ,#, , , , , , , , , , , , , , , , , , ,D,D, , , , , , , , , , , , , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#, , , , , , , , ,$,$,$,$,$, , , , , , , , , , , , , , , , , , , , , ,#,#, , , , , , ,#,#,#, , , , , , ,#, , , , , , , , , , , , , , , , , , ,D,D, , , , , , , , , , , , , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#, , , , , , , , ,$,$,$,$, , , , , , , , , , , , , , , , , , , , , , ,#,#, , , , , , ,#,#,#, , , , , , ,#, , , , , , , , , , , , , , , , , , ,D,D, , , , , , , , , , , , , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#, , , , , , , , , , ,$, , , , , , , , , , , , , , , , , , , , , , , ,#,#, , , , , , ,#,#,#, , , , , , ,#, , , , , , , , , , , , , , , , , , ,D,D, , , , , , , , , , , , , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#, , , , , , , , , , ,$, , , , , , , , , , , , , , , , , , , , , , , ,#,#, , , , , , ,#,#,#, , , , , , ,#, , , , , , , , , , , , , , , , , , ,D,D, , , , , , , , , , , , , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#, , , , , , , , , , ,$, , , , , , , , , , , , , , , , , , , , , , , ,#,#, , , , , , ,#,#,#, , ,#,#, , ,#, , , , , , , , , , , , , , , , , , ,D,D, , , , , , , , , , , , , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,#,#, , , , ,#,#,#,#,#, , ,#,#, , ,#, , , , , , , , , , , , , , , , , , ,L,L, , , , , , , , , , , , , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,#,#, , , , ,#,#,#,#,#, , ,#,#, , ,#, , , , , , , , , , , , , , , , , , ,#,#, , , , , , , , , , , , , , , , , , , ,$,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,#,#, , , , ,#,#,#,#,#, , ,#,#, , ,#, , , , , , , , , , , , , , , , , , ,#,#, , , , , , ,   , , , , , , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,#,#, , , , ,#,#,#,#,#, , ,#,#, , ,#, , , , , , , , , , , , , , , , , , ,#,#, , , ,   , , , , , , , , , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,#,#, , , , ,#,#,#,#,#, , ,#,#, , ,#, , , , , , , , , , , , , , , , , , ,#,#, , , , , , , , , , , , , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,#,#,$, , , ,#,#,#,#,#, , ,#,#, , ,#, , , , , , , , , , , , , , , , , , ,#,#, , , , , , , , , , , , , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,#,#, , , , ,#,#, , , , , ,#,#, , ,#, , , , , , , , , , , , , , , , , , ,#,#, , , , , , , , , , , , , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,#,#, , , , ,#,#, , , , , ,#,#, , ,#, , , , , , , , , , , , , , , , , , ,#,#, , , , , , , , , , , , , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,#,#, , , , ,#,#, , ,$, , ,#,#, , ,#, , , , , , , , , , , , , , , , , , ,#,#, , , , , , , , , , , , , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,#,#, , , , ,#,#, , , , , ,#,#, , ,#, , , , , , , , , , , , , , , , , , ,#,#, , , , , , , , , , , , , ,   , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , ,   ,   ,   ,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,#,#, , , , ,#,#, , , , , ,#,#, , ,#, , , , , , , , , , , , , , , , , , ,#,#, , , , , , , , , , , , , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,#,#, , ,#,#,#,#, , , , , ,#,#, , ,#, , , , , , , , , , , , , , , , , , ,#,#, , , , , , , , , , , , , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,#,#, , ,#,#,#,#, , , , , ,#,#, , ,#, , , , , , , , , , , , , , , , , , ,#,#, , , , , , , , , , , , , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,#,#, , ,#,#, , , , , , , ,#,#, , ,#, , , , , , , , , , , , , , , , , , ,#,#, , , , , , , , , , , , , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,#,#, , ,#,#, , , , , , , ,#,#, , ,#, , , , , , , , , , , , , , , , , , ,#,#, , , , , , , , , , , , , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,#,#, , ,#,#, , , , , , , ,#,#, ,L,T, , , , , , , , , , , , , , , , , , ,#,#, , , , , , , , , , , , , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,MB,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,#,#, , , , , , , ,#,#, ,L,T, , , , , , , , , , , , , , , , , , ,#,#, , , , , , , , , , , , , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,#,#, , ,#,#,#,#,#,#,#,#,L,T, , , , , , , , , , , , , , , , , , ,#,#, , , , , , , , , , ,$, , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,$,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#, , , , , ,#,#, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,#,#,$,$,#,#,#,#,#,#,#,#,L,T, , , , , , , , , , , , , , , , , , ,#,#, , , , , , , , , , , , , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#, , , , ,#,#,#,#, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,#,#,$,$,#,#,#,#,#,#,#,#,L,T, , , , , , , , , , , , , , , , , , ,#,#, , , , , , , , , , , , , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#, , , , ,#,#,#,#,#, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,#,#,$,$,#,#,#,#,#,#,#,#,L,T, , , , , , , , , , , , , , , , , , ,#,#, , , , , , , , , , , , , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#, , , ,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#, , , , , , , , , , , , , , , , , , ,#,#, , , , , , , , , , , , , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,$,   ,   ,   ,   ,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#, , ,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#, , , , , , , , , , , , , , , , , , ,#,#, , , , , , , , , , , , , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#, , , , , , , , , , , , , , , , , , ,#,#, , , , , , , , , , , , , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#, , , , , , , , , , , , , , , , , , ,#,#, , , , , , , , , , , , , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#, , , , , , , , , , , , , , , , , , ,#,#, , , , , , , , , , , , , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
